MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,Humidity9am,Humidity3pm,Cloud9am,Cloud3pm,Temp3pm,RainToday,RainTomorrow
15.0,25.1,0.0,2.2,8.5,W,19,WNW,E,11,89,59,4,4,23.9,No,No
14.4,25.9,0.2,4.4,8.1,SSE,57,W,ENE,17,78,49,3,3,22.5,No,Yes
12.7,17.1,13.0,4.0,1.3,SW,48,W,SW,19,81,81,6,6,16.2,Yes,Yes
12.5,20.9,4.0,0.4,10.5,S,35,W,SSE,19,59,41,1,1,20.7,Yes,No
10.3,20.9,0.2,5.6,10.4,SSE,39,WNW,S,20,63,50,1,1,20.1,No,No
10.6,18.9,0.0,4.0,0.9,SSE,37,WNW,SE,20,81,77,6,7,17.5,No,Yes
14.0,20.9,10.2,3.8,3.0,SSE,33,SSE,SE,17,92,65,8,6,20.4,Yes,Yes
14.1,21.7,28.4,2.2,1.0,E,41,SSW,ESE,17,98,83,8,7,19.8,Yes,Yes
16.6,23.0,8.6,2.6,2.3,ESE,52,ESE,NE,20,79,95,7,7,19.0,Yes,Yes
18.9,20.9,31.6,1.2,0.4,SSW,50,SSW,S,15,98,86,8,6,20.8,Yes,No
17.3,21.8,0.4,1.8,0.3,S,28,W,SSE,17,83,66,7,6,21.6,No,No
14.7,27.5,0.0,1.6,9.8,W,41,NNW,NNW,20,84,33,4,1,27.0,No,No
13.4,21.0,0.2,6.4,10.0,W,46,W,WSW,28,41,29,0,0,20.4,No,No
11.5,20.3,0.0,6.6,10.3,W,56,W,WSW,19,51,31,1,1,19.8,No,No
11.1,21.0,0.0,5.2,10.3,W,35,W,WNW,22,51,31,1,0,20.5,No,No
11.4,21.0,0.0,2.8,10.3,WNW,35,W,NW,19,52,36,1,1,20.7,No,No
11.3,21.2,0.0,4.8,7.8,NW,52,N,WNW,20,49,33,1,5,20.8,No,No
15.4,21.9,0.0,5.0,10.2,WNW,70,WNW,WSW,17,48,35,1,1,21.1,No,No
12.2,22.5,0.0,6.6,10.3,W,52,NW,W,11,56,34,0,1,21.9,No,No
13.2,17.3,0.0,4.6,7.7,W,59,W,SW,33,42,32,1,6,16.4,No,Yes
7.9,19.3,2.2,4.0,10.1,W,46,W,W,28,49,34,1,2,18.4,Yes,No
10.2,20.0,0.2,4.4,7.8,S,48,W,SSW,22,59,61,1,5,17.8,No,No
13.0,20.8,0.8,2.8,9.3,S,41,SW,S,19,87,50,3,3,19.6,No,No
11.1,20.5,0.6,3.0,3.0,W,24,W,ESE,17,89,66,3,6,18.4,No,No
11.5,19.3,0.0,2.0,0.5,W,20,W,SE,15,91,84,7,8,18.2,No,No
13.8,21.5,0.2,0.4,1.8,NNW,28,NNE,NE,2,84,66,8,6,20.9,No,No
16.2,25.4,0.4,1.4,5.8,NW,31,NW,ENE,17,79,58,7,7,21.6,No,No
14.5,21.8,0.2,4.0,5.8,S,41,W,S,20,67,58,1,5,19.2,No,Yes
13.0,17.7,11.2,3.4,1.4,S,72,S,S,31,94,56,8,6,16.9,Yes,Yes
10.2,19.0,24.4,5.6,8.6,SSW,44,W,S,26,69,50,3,3,17.9,Yes,No
8.3,20.3,0.2,2.8,8.1,W,35,W,ESE,19,87,44,3,2,18.9,No,No
9.4,19.5,0.0,2.6,6.0,W,26,WNW,NNW,11,84,52,7,7,18.2,No,No
8.5,19.0,0.0,2.0,5.9,WNW,30,W,SSE,24,77,55,3,7,17.9,No,No
10.4,21.6,0.0,3.2,8.3,W,26,W,WNW,15,69,40,6,6,20.5,No,No
11.7,21.0,0.0,1.4,7.6,NNW,24,WNW,ENE,11,82,60,1,5,20.3,No,No
13.6,19.2,0.0,2.0,0.6,NW,26,W,WNW,9,79,65,8,6,18.7,No,No
11.1,18.3,0.2,2.4,1.1,W,28,WNW,WNW,11,84,52,7,7,17.0,No,No
11.5,15.0,0.0,3.4,0.0,W,30,WNW,NW,11,78,59,8,7,14.5,No,No
10.1,15.9,0.0,0.4,8.6,WSW,63,WSW,SW,28,47,25,5,2,14.8,No,No
6.1,16.6,0.2,4.6,9.1,WSW,50,WSW,S,31,47,41,1,1,15.6,No,No
6.1,18.4,0.0,3.2,8.8,W,35,W,SSW,22,64,56,1,6,15.6,No,No
7.4,19.0,0.0,1.2,9.0,W,33,WNW,ENE,17,82,53,3,2,17.5,No,No
8.9,17.7,0.0,4.0,6.9,W,33,WSW,SSW,19,69,42,7,1,16.8,No,No
10.1,21.0,1.0,1.8,6.1,W,28,W,W,20,66,45,2,1,20.6,No,No
9.3,22.6,0.0,2.2,9.5,NW,24,W,N,17,89,43,1,5,21.3,No,No
10.8,22.9,0.0,2.8,8.1,WNW,52,WNW,WNW,15,67,36,5,1,22.5,No,No
13.6,22.6,0.0,4.0,6.5,NNW,30,WNW,WSW,13,57,29,6,5,21.9,No,Yes
12.8,14.6,2.0,3.0,0.0,SSE,31,W,SSW,11,94,92,7,7,14.2,Yes,Yes
11.7,16.1,6.6,0.6,0.2,W,24,W,N,9,83,69,7,7,15.9,Yes,No
12.6,19.4,0.4,1.4,0.7,W,24,W,NNW,13,88,57,7,6,19.2,No,No
13.1,19.7,0.0,2.4,4.5,NNW,33,W,NNW,17,85,46,7,7,19.0,No,No
9.5,19.9,0.0,2.0,8.3,WSW,24,W,E,19,88,52,4,3,18.6,No,No
10.9,16.9,0.2,4.0,0.6,NE,39,WNW,W,13,85,79,7,7,16.4,No,Yes
12.9,17.9,2.6,4.8,0.3,WNW,24,N,NNE,9,85,94,7,7,15.8,Yes,Yes
14.7,17.6,10.8,0.6,0.0,NW,30,N,W,9,95,92,8,8,16.4,Yes,Yes
11.4,17.4,2.2,1.0,0.8,W,39,W,SSW,17,80,84,7,7,15.8,Yes,Yes
9.6,14.5,67.0,4.8,2.5,W,41,W,SSW,24,98,88,7,7,12.5,Yes,Yes
8.3,16.6,7.2,2.2,8.6,W,41,W,SSW,15,76,59,2,7,14.1,Yes,Yes
8.5,14.1,1.2,2.2,0.0,W,33,W,SSW,20,90,88,7,7,13.7,Yes,Yes
8.0,19.2,3.0,0.6,7.7,W,22,WNW,NNE,13,94,45,1,7,17.5,Yes,No
8.0,20.3,0.0,2.0,8.1,NNW,26,W,NNE,13,85,47,1,4,18.7,No,No
10.2,21.3,0.0,3.0,6.5,W,24,W,ESE,11,82,41,5,7,20.0,No,No
12.7,19.4,0.0,2.4,4.2,SSE,37,W,SSE,19,77,74,6,7,17.6,No,Yes
10.1,19.2,6.2,2.0,7.2,W,26,WNW,NNE,19,85,40,1,3,18.7,Yes,No
8.3,19.4,0.0,1.8,9.7,W,26,WNW,W,15,87,44,0,1,19.0,No,No
7.4,19.6,0.0,2.6,9.5,W,28,W,ESE,20,73,53,0,1,18.5,No,No
9.3,19.5,0.0,1.0,5.1,W,22,W,E,19,84,54,7,6,17.8,No,No
9.0,19.1,0.0,1.2,4.3,W,28,W,ENE,22,94,56,7,5,17.9,No,No
10.7,17.5,1.0,0.6,8.7,W,33,W,NW,19,85,37,5,1,17.4,No,No
7.0,16.4,0.0,3.0,8.1,WSW,65,W,WSW,22,70,40,7,1,16.1,No,No
6.2,16.2,0.0,4.0,9.3,W,44,W,SSE,26,55,46,1,1,15.9,No,No
5.8,16.1,0.0,0.2,6.8,W,31,WNW,WNW,13,82,31,6,2,15.5,No,No
6.0,18.6,0.0,1.6,9.3,W,30,W,ESE,20,66,35,1,1,16.6,No,No
6.0,17.3,0.0,3.2,9.5,W,37,WNW,W,17,58,34,1,1,17.1,No,No
7.8,14.7,0.0,3.2,2.7,SSW,43,W,SSW,24,58,85,5,8,11.8,No,Yes
7.9,16.5,5.6,0.6,6.3,SSE,31,W,SSE,22,86,64,6,4,13.7,Yes,No
6.6,17.6,0.0,2.0,9.6,W,24,WNW,E,19,92,46,1,1,16.4,No,No
7.3,16.9,0.0,1.2,3.2,W,43,W,WNW,13,92,61,4,7,16.0,No,No
6.6,19.9,0.8,1.4,9.3,WNW,61,W,NNW,20,100,48,0,1,19.2,No,Yes
7.1,15.1,2.2,2.8,4.0,WNW,57,WNW,WNW,22,60,42,7,2,13.1,Yes,Yes
8.1,16.9,4.8,4.8,5.5,WSW,76,W,WSW,15,96,41,7,1,16.5,Yes,No
8.6,17.6,0.6,2.0,8.3,WSW,44,W,W,13,62,31,1,4,17.6,No,No
6.2,16.8,0.2,3.4,9.6,WNW,24,W,ENE,9,62,42,1,3,14.9,No,No
8.3,13.4,0.2,3.4,2.6,NW,43,SSW,W,13,91,68,7,6,12.9,No,Yes
6.2,14.3,17.2,0.0,1.7,SSW,57,W,SW,26,95,51,8,7,13.5,Yes,Yes
6.6,14.6,9.0,3.0,4.3,SSW,48,WNW,SSW,19,58,78,3,7,11.8,Yes,No
7.8,16.7,0.6,2.0,9.0,W,33,W,S,17,84,55,3,2,15.8,No,No
7.8,17.9,0.0,1.6,4.2,W,26,W,SE,20,84,64,3,6,15.9,No,Yes
8.2,19.3,3.0,0.8,9.9,NNE,33,WNW,NE,17,93,54,1,1,18.3,Yes,No
9.9,16.9,0.0,4.0,0.9,N,28,SE,NNW,2,71,57,7,7,16.5,No,Yes
11.2,19.1,1.8,0.8,2.2,W,28,W,ESE,24,96,70,8,7,16.4,Yes,No
11.6,20.0,0.0,2.0,3.7,NNW,33,W,E,13,95,58,7,7,18.6,No,No
10.8,20.8,0.0,2.6,10.1,NNW,31,NNW,WNW,11,50,29,1,1,20.5,No,No
11.0,20.2,0.0,4.6,9.3,NW,59,N,WNW,9,53,31,6,1,19.5,No,No
7.3,15.7,0.0,5.0,10.1,W,63,W,WSW,20,41,28,1,1,15.2,No,No
6.4,17.3,0.0,4.8,9.6,W,41,WNW,S,24,56,40,1,2,16.6,No,No
8.1,18.4,0.0,4.8,8.5,W,41,W,ESE,20,70,50,3,1,16.4,No,No
8.2,20.5,0.0,1.0,7.6,W,41,W,E,11,80,30,5,5,19.2,No,No
10.7,21.0,0.0,4.8,9.5,W,41,N,WNW,6,49,31,2,1,20.4,No,No
9.4,22.3,0.0,3.4,9.2,WNW,61,NW,NW,15,54,28,6,6,20.7,No,No
14.3,24.7,0.0,5.4,7.8,WNW,43,WNW,NW,9,51,30,5,5,23.8,No,No
8.4,19.4,0.0,5.4,10.1,WSW,57,WNW,WSW,20,48,29,1,1,19.0,No,No
8.3,15.1,0.0,3.8,4.6,WSW,33,W,SSE,19,57,42,7,4,14.4,No,No
5.0,14.2,0.0,0.6,4.8,W,48,WNW,WNW,20,46,46,6,6,13.0,No,No
6.8,16.4,0.0,3.8,8.5,WSW,37,WNW,S,22,53,39,3,7,14.3,No,No
6.7,18.5,0.0,2.8,10.1,WNW,33,W,SSE,26,60,40,1,2,16.1,No,No
7.9,17.5,0.0,2.6,8.9,SSW,33,WNW,SSE,19,63,44,5,1,16.3,No,No
6.2,17.6,0.0,1.8,9.5,W,30,W,E,20,68,56,1,1,16.3,No,No
8.6,20.6,0.0,2.6,10.2,NNE,33,W,E,13,66,41,1,1,18.8,No,No
9.8,21.0,0.0,5.0,10.5,W,30,W,WNW,17,52,27,1,1,20.4,No,No
8.4,17.5,0.0,3.8,8.7,NW,74,W,WNW,19,54,37,1,1,16.2,No,No
9.4,19.8,0.0,4.8,10.5,WSW,48,WSW,SW,28,50,23,1,1,19.3,No,No
7.9,20.4,0.0,4.0,10.5,WSW,30,W,E,15,55,38,1,1,18.0,No,No
8.2,18.1,0.0,3.0,7.3,W,30,WNW,SSE,20,63,61,3,5,17.0,No,No
10.5,19.8,0.0,3.0,9.2,NW,28,W,NE,13,70,63,5,4,17.4,No,Yes
9.3,20.5,5.6,2.8,10.4,WSW,46,W,NW,13,53,29,3,1,20.4,Yes,No
10.9,16.2,0.0,4.4,10.4,SW,39,WSW,SSE,20,40,46,1,2,14.7,No,No
9.0,17.0,0.0,3.6,6.6,WNW,24,W,E,17,58,54,3,6,16.4,No,No
8.2,18.9,0.0,2.6,9.8,NE,31,WNW,NE,11,71,59,1,1,18.7,No,No
9.4,21.0,0.0,3.8,9.4,NNE,31,WNW,NE,13,73,63,0,7,19.8,No,No
12.9,28.3,0.0,4.2,9.4,NNW,33,N,N,19,45,32,2,5,26.9,No,Yes
15.4,18.5,2.4,6.4,0.2,NNW,22,N,NNW,7,85,73,7,7,17.9,Yes,Yes
15.1,17.4,4.2,1.8,0.6,E,59,S,SSE,17,90,95,8,7,16.4,Yes,Yes
12.5,19.9,54.4,5.0,4.4,NW,56,WNW,W,22,66,53,7,7,18.7,Yes,Yes
12.3,20.2,5.2,2.8,6.3,SSW,28,SSE,S,13,80,59,7,7,18.9,Yes,No
11.6,20.5,0.0,3.0,4.3,W,52,W,NW,9,87,44,7,6,20.1,No,No
10.6,20.8,0.0,2.8,9.2,WSW,48,W,S,22,48,43,3,5,18.5,No,No
9.0,20.3,0.0,4.2,10.8,WSW,30,W,WNW,13,60,31,1,2,20.1,No,No
8.3,18.7,0.0,3.6,10.8,SSW,39,WNW,S,20,52,44,1,3,18.1,No,No
9.6,19.7,0.0,4.8,10.9,SSE,35,WSW,SSE,15,48,39,1,2,18.4,No,No
9.0,19.7,0.0,3.2,10.8,W,31,W,ESE,17,50,39,1,1,17.0,No,No
8.0,18.8,0.0,4.0,10.4,WNW,31,W,ENE,11,61,46,5,1,18.6,No,Yes
11.2,20.8,2.8,5.6,8.0,SW,52,WNW,WSW,20,69,28,3,6,20.6,Yes,Yes
12.5,19.5,20.4,4.0,5.7,S,48,SSW,S,19,92,54,7,2,18.3,Yes,No
11.5,21.7,0.0,2.8,9.3,ESE,37,WNW,SE,17,68,53,1,5,18.7,No,No
12.7,17.5,0.4,5.4,1.0,ENE,24,NNE,ENE,11,84,68,7,7,16.0,No,No
11.1,24.9,0.2,0.6,9.3,W,54,W,W,9,62,32,2,4,22.7,No,No
10.0,20.0,0.0,6.8,11.0,W,52,WSW,W,30,42,32,1,2,19.7,No,No
9.8,20.2,0.0,5.0,10.9,W,41,W,SSE,20,48,39,1,1,18.9,No,No
11.3,19.6,0.0,4.8,6.5,SSW,37,WNW,SSE,13,59,41,1,7,18.9,No,No
14.0,21.3,0.0,4.0,9.1,NNE,39,WNW,NE,11,56,44,1,0,20.5,No,No
10.9,25.4,0.0,7.4,10.4,ENE,24,W,E,11,61,51,1,5,21.3,No,No
12.4,22.3,0.0,3.8,10.6,NNE,30,WNW,E,11,61,60,1,1,21.4,No,No
15.3,23.6,0.0,5.0,10.7,NE,43,NNE,NE,17,58,59,1,1,21.4,No,No
15.8,29.8,0.0,6.4,11.0,W,41,NNE,NNW,9,33,25,1,3,29.2,No,No
12.4,21.1,0.0,10.2,10.2,ESE,37,W,ESE,19,42,60,2,3,19.3,No,No
12.2,19.9,0.0,4.2,8.2,S,43,WNW,SE,9,53,57,3,7,17.7,No,Yes
13.6,20.0,2.2,6.4,7.7,S,52,S,S,20,65,44,5,2,18.9,Yes,Yes
12.5,19.5,10.8,5.4,7.3,E,33,W,ESE,17,88,54,7,6,18.1,Yes,No
12.5,18.6,0.4,4.0,3.4,ENE,37,W,E,11,62,72,5,7,17.4,No,No
12.4,22.5,0.2,1.6,10.4,SSW,35,W,NE,15,74,60,1,2,21.3,No,No
14.6,19.5,0.2,6.2,9.2,SSW,59,SW,S,24,36,47,3,2,17.8,No,No
10.0,16.2,0.2,8.8,6.5,S,69,SSW,SSW,31,55,74,3,7,11.7,No,Yes
8.3,16.3,3.2,4.0,6.1,S,65,SSW,SSW,22,63,62,7,7,13.6,Yes,Yes
10.1,16.4,31.8,2.8,4.3,S,54,S,SSE,13,91,63,7,7,15.9,Yes,Yes
11.1,20.1,3.4,4.4,7.7,S,43,W,SSE,22,86,48,6,3,18.4,Yes,Yes
12.3,19.2,3.6,3.8,6.2,SW,46,SW,S,20,70,51,7,7,18.3,Yes,No
10.9,20.8,0.2,4.2,11.0,W,28,W,ESE,15,56,49,1,1,19.1,No,No
11.9,23.4,0.0,5.8,3.4,NW,50,N,NE,15,58,55,0,1,21.7,No,No
16.7,21.4,0.0,5.6,6.4,SSE,33,SSE,ESE,17,57,62,7,7,18.7,No,No
16.8,22.9,0.0,5.6,9.6,ENE,33,W,E,6,68,65,4,1,21.7,No,No
16.5,23.0,0.0,4.8,10.5,SSE,33,NNW,ENE,4,57,57,1,1,21.1,No,No
14.2,27.5,0.0,7.2,11.1,E,22,W,E,13,62,47,0,1,27.3,No,No
19.8,33.8,0.0,8.0,8.2,WSW,46,W,W,4,28,13,7,7,32.6,No,No
16.1,37.0,0.0,11.0,11.4,S,20,WNW,E,11,42,16,1,7,35.6,No,No
20.3,32.3,0.0,8.6,11.4,NNE,43,WNW,ENE,15,37,26,1,1,30.6,No,No
19.7,21.5,0.0,13.2,1.3,SSW,67,SSE,SE,39,61,56,5,7,19.0,No,No
17.0,21.1,0.0,6.6,2.2,ENE,35,ESE,E,13,53,57,7,7,19.9,No,No
16.8,22.7,0.0,5.4,8.7,ENE,43,N,NE,15,51,51,7,5,22.0,No,No
15.7,24.3,0.0,6.8,9.5,E,24,SE,E,2,62,60,1,4,22.3,No,No
15.0,24.3,0.0,5.6,6.4,W,41,WNW,ENE,9,77,65,6,7,21.4,No,Yes
16.5,29.5,3.6,5.0,9.6,SSE,43,WSW,NE,11,50,55,1,6,23.4,Yes,Yes
17.5,20.4,1.6,7.8,0.8,SSW,37,S,ESE,20,82,77,4,8,19.8,Yes,Yes
16.9,23.3,3.4,1.4,8.3,NE,37,W,NE,6,75,60,7,1,22.7,Yes,No
16.3,24.0,0.0,7.0,12.0,NE,44,NNE,ENE,13,65,63,1,0,23.1,No,No
17.3,27.5,0.0,6.8,11.9,NNE,43,ESE,E,6,60,52,0,1,27.3,No,No
19.1,26.0,0.0,9.8,9.7,SSE,31,SSE,ESE,17,66,64,1,4,23.0,No,Yes
18.8,23.2,1.4,7.2,3.8,SSE,35,SE,E,17,69,56,8,7,22.1,Yes,No
19.4,24.6,0.2,4.2,8.2,NE,39,N,ENE,11,81,54,7,4,24.4,No,No
18.7,26.8,0.4,6.8,7.7,W,35,SE,ENE,6,60,55,2,2,26.0,No,No
19.7,27.9,1.0,7.6,3.4,NNE,31,WNW,W,2,58,43,4,7,26.3,No,Yes
18.6,20.5,8.4,5.0,0.7,S,61,S,SSW,11,89,74,7,7,20.1,Yes,Yes
14.5,21.4,14.8,2.8,3.4,SSW,41,SSW,SSW,19,70,55,7,7,19.4,Yes,No
12.9,22.3,0.2,4.6,12.0,ENE,39,WNW,ENE,13,62,54,5,1,20.7,No,No
15.2,24.9,0.0,7.4,10.2,NE,43,E,NE,7,62,59,2,3,22.3,No,No
17.5,29.4,0.0,7.0,5.2,WSW,69,ESE,WSW,9,54,53,3,7,22.2,No,Yes
15.5,19.6,7.6,7.8,2.0,S,54,S,SSE,19,65,47,8,7,19.3,Yes,No
13.4,21.2,0.4,3.8,8.2,SSE,31,W,E,9,70,45,7,5,20.6,No,No
15.7,23.0,0.0,5.4,11.4,E,31,WNW,E,7,55,40,5,1,21.9,No,No
14.1,23.1,0.0,8.0,9.3,ENE,39,W,NE,7,59,48,1,7,21.8,No,No
17.1,24.2,0.0,8.0,5.7,NE,48,NE,NE,19,59,61,7,8,22.5,No,No
17.5,26.8,0.0,7.8,9.0,NE,44,E,NE,15,67,59,1,3,25.4,No,Yes
18.2,30.7,26.0,6.6,9.1,WSW,46,NW,E,13,75,53,5,5,26.4,Yes,Yes
18.6,20.0,1.4,6.8,0.0,S,35,SSE,SE,19,91,89,8,8,19.2,Yes,Yes
17.1,19.6,3.8,1.4,0.0,E,56,ESE,E,24,91,83,8,8,19.4,Yes,Yes
16.0,23.4,13.0,0.0,0.7,ENE,50,NE,NE,30,94,80,8,8,20.5,Yes,Yes
18.2,28.3,11.6,3.2,5.2,S,33,W,NE,9,77,87,4,7,20.5,Yes,Yes
18.4,24.6,10.0,5.6,5.3,SSE,46,ESE,ESE,9,69,69,3,7,21.8,Yes,No
16.2,21.7,0.4,7.2,4.6,SSW,46,SSW,SSE,17,67,65,7,6,20.4,No,No
13.7,23.3,0.0,6.4,12.3,E,30,W,E,11,59,48,5,1,21.8,No,No
15.2,25.6,0.0,6.0,11.3,ENE,30,S,ENE,2,61,45,3,7,24.8,No,No
18.9,23.9,0.0,8.6,0.0,SSW,31,S,ESE,13,82,66,7,7,22.1,No,Yes
18.3,25.5,2.4,4.8,4.2,NNE,43,NNE,ENE,17,53,69,7,8,22.2,Yes,No
18.0,28.8,0.4,8.4,7.4,SSW,48,W,NE,7,63,60,1,7,23.3,No,Yes
17.7,20.1,18.2,9.0,0.0,SSE,33,S,ESE,15,81,70,8,8,18.9,Yes,Yes
14.9,20.9,29.6,2.2,0.8,SSW,46,SSE,S,24,64,70,7,7,18.5,Yes,Yes
14.3,22.6,5.0,4.4,13.0,ESE,31,SSE,ESE,17,56,43,5,1,21.7,Yes,No
14.4,25.1,0.0,8.0,12.6,NNE,44,W,NE,6,55,46,0,2,23.7,No,No
17.4,36.5,0.0,11.0,13.0,SSW,57,W,W,11,45,17,5,1,35.6,No,No
18.8,31.2,0.0,10.4,12.5,SSW,28,W,E,9,62,54,1,4,28.6,No,No
21.4,40.9,0.0,8.8,12.4,W,54,SW,WNW,2,63,13,1,1,40.7,No,No
20.3,22.1,0.0,14.6,0.3,S,54,SE,SE,13,65,56,7,7,20.7,No,No
19.0,22.4,0.0,6.2,2.7,NNE,33,E,ENE,17,59,58,7,8,20.8,No,No
17.1,26.5,0.0,3.8,11.5,SSE,52,WNW,SE,11,60,52,1,2,25.4,No,No
18.7,25.2,0.0,8.0,11.4,NE,52,ENE,NE,13,57,55,4,1,23.0,No,No
22.4,37.8,0.0,12.6,9.6,W,74,NNW,W,28,31,14,1,2,36.0,No,No
16.5,22.6,0.6,14.6,7.1,ENE,37,SE,ESE,4,54,60,7,4,21.6,No,No
19.1,23.8,0.0,7.4,0.3,ENE,37,ENE,NE,20,69,55,8,8,22.5,No,No
19.9,26.0,0.0,6.4,7.1,ENE,43,NNE,NE,17,80,65,7,2,25.1,No,No
18.2,26.3,0.2,7.4,11.1,S,48,WSW,E,7,65,65,4,1,23.8,No,No
19.0,33.3,0.0,8.0,10.4,S,63,ESE,NE,9,58,34,1,5,32.0,No,No
19.2,22.8,0.0,14.2,5.3,SSE,61,S,S,22,66,59,7,7,19.4,No,No
17.1,21.7,0.0,9.2,8.1,ESE,31,ESE,ESE,11,52,49,7,5,20.3,No,No
14.6,23.6,0.0,6.4,9.3,E,28,WNW,E,6,53,44,4,3,22.8,No,No
16.6,25.8,0.0,9.0,12.7,ENE,35,SE,ENE,7,58,46,3,5,24.9,No,No
18.8,25.5,0.0,9.2,7.9,E,39,ESE,E,9,61,57,7,7,24.1,No,No
20.9,25.0,0.0,7.6,0.3,NE,43,NE,ENE,11,68,64,7,7,24.4,No,No
21.3,33.3,0.8,4.6,8.6,S,61,NNE,ENE,7,70,58,5,3,27.5,No,Yes
20.2,25.5,15.2,10.0,6.4,SSW,44,S,E,7,80,63,7,3,25.0,Yes,No
21.2,35.3,0.2,6.4,8.8,W,59,W,WNW,17,66,13,3,7,34.7,No,No
18.4,22.6,0.0,12.2,5.8,ESE,39,E,ESE,15,57,50,3,4,21.4,No,No
18.2,24.4,0.0,7.6,6.5,NE,48,NE,NE,19,58,56,5,7,23.2,No,No
18.3,29.6,0.0,8.0,13.1,ENE,28,WNW,E,9,63,59,3,3,25.5,No,No
20.6,26.9,0.0,10.0,5.7,ENE,43,ENE,ENE,11,72,65,6,8,25.0,No,No
21.1,23.4,0.6,5.4,1.8,SSE,80,NE,N,22,87,82,7,8,18.2,No,Yes
16.6,26.1,9.8,4.8,12.0,E,37,WNW,E,9,70,60,4,1,24.6,Yes,No
19.0,27.5,0.0,13.6,12.3,NNE,46,E,ENE,15,58,53,0,1,27.1,No,No
20.3,29.0,0.0,9.4,13.2,NE,52,ESE,NE,9,59,53,1,1,27.5,No,No
23.6,29.1,0.0,14.0,3.6,SSE,50,ENE,S,7,56,79,6,8,21.5,No,Yes
17.7,21.8,29.8,4.4,0.0,ESE,44,SSW,NE,19,89,90,8,8,17.7,Yes,Yes
17.3,23.0,34.0,3.6,4.5,ESE,31,SE,ESE,13,65,59,7,7,22.0,Yes,No
16.9,24.6,1.0,5.0,9.5,E,37,ESE,ESE,20,60,52,4,2,23.9,No,No
17.5,25.2,0.0,7.0,9.6,ENE,35,ENE,E,4,55,48,5,4,24.5,No,No
18.8,26.1,0.6,7.4,6.1,NE,39,N,NE,17,74,77,5,7,23.4,No,Yes
17.1,23.0,1.8,8.8,5.7,S,59,SSE,S,22,74,47,8,1,22.3,Yes,Yes
15.3,22.6,2.6,5.8,4.8,SSW,44,SW,SSE,20,78,50,7,7,21.6,Yes,No
15.4,24.9,0.2,7.4,12.5,SSE,35,SE,ESE,20,51,38,6,1,24.1,No,No
15.0,25.6,0.0,7.4,13.1,ESE,26,NW,E,6,60,50,0,1,23.7,No,No
17.4,26.7,0.0,8.0,12.7,W,41,WNW,E,9,62,52,1,5,24.2,No,No
17.9,25.6,0.0,11.0,12.3,E,35,SSW,E,2,57,52,6,4,24.2,No,No
18.0,25.4,0.0,6.8,3.3,ESE,28,W,ESE,0,60,51,7,7,23.5,No,No
20.2,24.6,0.0,8.0,0.0,SE,44,SSE,SE,20,63,84,8,8,19.9,No,Yes
18.6,23.6,15.0,6.4,0.7,ESE,46,ESE,ESE,6,86,89,8,8,19.1,Yes,Yes
17.8,20.3,34.2,0.0,0.0,ESE,54,SE,SE,26,87,87,8,8,19.5,Yes,Yes
17.4,18.6,51.4,8.0,0.0,SE,48,SE,SSE,19,92,91,8,8,17.9,Yes,Yes
16.5,24.4,41.4,2.0,7.6,W,41,SSW,SSW,22,91,66,7,7,21.0,Yes,No
15.5,25.4,0.4,6.6,12.1,W,41,NW,E,4,58,53,5,1,24.1,No,No
18.5,25.5,0.0,7.0,8.6,ENE,31,N,E,2,71,52,5,6,24.5,No,No
18.5,27.1,0.0,8.0,12.2,ENE,41,W,ENE,9,67,53,3,1,26.2,No,No
20.5,31.6,0.0,9.0,12.1,E,28,ESE,E,7,69,52,1,1,31.1,No,No
23.5,34.0,0.0,10.6,4.4,S,52,W,SSE,2,56,70,6,7,25.9,No,No
21.3,31.0,0.0,6.0,11.0,NE,37,NNE,E,4,69,59,3,1,26.7,No,No
14.3,21.7,34.0,12.2,2.7,S,54,W,S,19,92,71,8,7,19.4,Yes,Yes
14.3,23.8,5.4,6.0,7.2,SE,43,SSE,SSE,20,66,45,7,5,22.8,Yes,No
16.0,26.1,0.0,5.6,11.8,SE,33,SSE,ESE,13,71,49,6,4,25.1,No,No
16.7,27.0,0.0,7.0,13.5,NNE,35,WNW,E,6,64,55,2,2,25.1,No,No
19.2,30.2,0.0,8.0,13.0,NNE,41,N,ENE,6,60,54,3,3,29.2,No,No
21.9,37.5,0.0,11.8,10.0,NNE,39,ESE,E,4,39,39,1,6,32.1,No,No
23.6,33.5,0.0,11.6,6.9,SW,61,SW,ENE,4,66,48,5,4,32.3,No,Yes
22.8,29.2,30.6,10.4,1.4,NE,30,SSW,E,7,85,76,7,7,25.7,Yes,Yes
22.3,26.0,13.0,3.4,9.5,W,41,S,S,17,60,59,3,6,25.5,Yes,No
20.8,25.0,0.0,6.6,0.6,SSE,31,SSW,ESE,11,73,62,8,7,24.1,No,No
21.6,25.2,0.0,4.6,0.0,W,41,E,E,13,73,64,8,8,24.7,No,No
21.6,27.8,0.0,2.4,8.7,W,41,E,ENE,11,73,54,8,4,26.4,No,Yes
20.8,24.9,2.2,9.8,0.5,NE,48,NE,NE,17,66,63,6,8,24.3,Yes,No
21.4,27.6,0.4,5.6,6.7,NNE,39,N,ENE,17,74,64,7,7,27.2,No,No
